adjustment_id,timestamp,sku_code,location_code,zone,qty_delta,adjustment_type,reason_code,user_ref,shift,system_qty_before,physical_qty_found,doc_ref,remarks,anomaly_pattern,date,hour,unit_cost,value_impact
6ff2cd2d-546e-4d4a-9aa1-509a69c4f1bb,2024-01-23 18:37:25,SKU-018,D-06-01,D,5,CycleCount,DAMAGED_GOODS,USER-09,Afternoon,303,308,ADJ-38773,Putaway error corrected,NORMAL,2024-01-23,18,3.87,19.35
818169e4-8d4c-4895-920d-cefb016a5139,2024-01-23 22:19:29,SKU-018,E-01-01,E,5,Unknown,RECEIVING_DISCREPANCY,USER-03,Night,164,169,ADJ-59712,Putaway error corrected,NORMAL,2024-01-23,22,3.87,19.35
0bba4407-0455-4168-a45c-772db0eefb53,2024-01-24 00:29:37,SKU-014,B-01-01,B,1,Damage,PICKING_ERROR,USER-08,Night,280,281,ADJ-21820,Damaged goods removed,NORMAL,2024-01-24,0,2.06,2.06
0003cdf8-a59f-4aa5-86e9-3d2b18240ce5,2024-01-24 04:30:34,SKU-014,D-01-02,D,-4,CycleCount,RECEIVING_DISCREPANCY,USER-04,Night,115,111,ADJ-55519,Receiving discrepancy,NORMAL,2024-01-24,4,2.06,-8.24
f66801a0-bc61-45d5-ba1a-21094faa3b98,2024-01-24 04:59:36,SKU-008,E-06-03,E,-3,CycleCount,RECEIVING_DISCREPANCY,USER-09,Night,376,373,ADJ-36299,Damaged goods removed,NORMAL,2024-01-24,4,11.42,-34.26
73c35328-5b5e-4402-8aa8-7f2c080a8724,2024-01-24 06:25:07,SKU-030,D-01-01,D,2,CycleCount,DAMAGED_GOODS,USER-02,Morning,323,325,ADJ-95957,Receiving discrepancy,NORMAL,2024-01-24,6,10.77,21.54
17afee48-ec2b-4fef-a89d-283b5a3d6e8c,2024-01-24 12:57:20,SKU-011,A-02-02,A,-1,Returns,PICKING_ERROR,USER-08,Morning,213,212,ADJ-25855,Qty mismatch after cycle count,NORMAL,2024-01-24,12,2.27,-2.27
98222d9a-e76c-48d3-9d85-4520ca6893fd,2024-01-24 13:12:20,SKU-004,D-03-03,D,-4,CycleCount,DAMAGED_GOODS,USER-09,Morning,281,277,ADJ-16505,,NORMAL,2024-01-24,13,12.09,-48.36
80fc745d-2243-4d07-b4c2-931cad027f14,2024-01-24 13:45:18,SKU-006,B-06-02,B,-8,Unknown,OTHER,USER-07,Morning,329,321,ADJ-47938,,P3_USER07_ENDSHIFT,2024-01-24,13,10.0,-80.0
d7075514-9789-488b-9eaa-4c2187bc5751,2024-01-24 15:48:20,SKU-015,E-05-02,E,4,CycleCount,PICKING_ERROR,USER-04,Afternoon,166,170,ADJ-24459,,NORMAL,2024-01-24,15,2.69,10.76
4c2257aa-8ca2-4586-9cc4-0250b020a90b,2024-01-24 21:13:39,SKU-020,E-03-03,E,-3,Returns,SYSTEM_ERROR,USER-02,Afternoon,446,443,ADJ-74382,Putaway error corrected,NORMAL,2024-01-24,21,9.57,-28.71
f74213fe-a186-4580-ab5c-714cfe484789,2024-01-24 22:17:26,SKU-030,A-04-02,A,5,CycleCount,PICKING_ERROR,USER-05,Night,489,494,ADJ-41148,Damaged goods removed,NORMAL,2024-01-24,22,10.77,53.85
8d60bd6c-e703-4ee2-9bdc-daa1db131f0c,2024-01-24 23:17:09,SKU-003,E-01-03,E,-2,Unknown,SYSTEM_ERROR,USER-05,Night,415,413,ADJ-93086,Putaway error corrected,NORMAL,2024-01-24,23,10.0,-20.0
e24a2ee0-a00c-43be-97cb-797146a30ad6,2024-01-25 06:07:10,SKU-027,D-05-02,D,-1,Damage,SYSTEM_ERROR,USER-09,Morning,292,291,ADJ-68361,Receiving discrepancy,NORMAL,2024-01-25,6,22.54,-22.54
e6da1b0b-832a-442e-9779-d8bcd93c5695,2024-01-25 06:24:26,SKU-014,C-01-01,C,-5,Returns,SYSTEM_ERROR,USER-04,Morning,53,48,ADJ-39068,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-25,6,2.06,-10.3
cfbdd615-81a9-4a20-ac0b-88e1922b4786,2024-01-25 06:41:31,SKU-002,B-02-02,B,-5,Returns,PUTAWAY_ERROR,USER-08,Morning,213,208,ADJ-64862,Receiving discrepancy,NORMAL,2024-01-25,6,12.67,-63.35
b55f2f69-1127-4533-8eaf-3caeca268ae3,2024-01-25 08:41:15,SKU-025,A-06-01,A,-1,Unknown,OTHER,USER-04,Morning,157,156,ADJ-92058,,NORMAL,2024-01-25,8,2.27,-2.27
19891a06-c7d4-41ee-89a2-20b1794c04b1,2024-01-25 08:53:38,SKU-015,A-03-01,A,-5,Returns,PUTAWAY_ERROR,USER-02,Morning,272,267,ADJ-18783,Qty mismatch after cycle count,NORMAL,2024-01-25,8,2.69,-13.45
7829c564-1964-4495-9f49-a2980a85817d,2024-01-25 09:46:01,SKU-001,E-02-02,E,-2,Damage,QTY_MISMATCH,USER-04,Morning,422,420,ADJ-58049,Qty mismatch after cycle count,NORMAL,2024-01-25,9,11.75,-23.5
ceb40113-03b9-4bd9-afe2-83db8e6d5fdb,2024-01-25 11:39:57,SKU-008,E-06-01,E,-3,Damage,DAMAGED_GOODS,USER-09,Morning,170,167,DMG-3258,Beverage damage — small qty high value,P5_HIGH_VALUE_LOSS,2024-01-25,11,11.42,-34.26
d803f2cb-35c0-4958-8911-527d633b133c,2024-01-25 12:32:49,SKU-012,E-03-01,E,-1,Unknown,OTHER,USER-08,Morning,261,260,ADJ-18163,Putaway error corrected,NORMAL,2024-01-25,12,2.47,-2.47
ffc01462-fe03-4907-a3e5-bfbca22980e9,2024-01-25 15:26:56,SKU-007,D-06-01,D,-11,CycleCount,QTY_MISMATCH,USER-01,Afternoon,264,253,CC-3039,Consistent shortfall — cause unknown,P1_CHRONIC_SHRINKAGE,2024-01-25,15,2.5,-27.5
e0d59cd1-2af5-424b-a2fd-1e0cd18e41f9,2024-01-25 21:08:56,SKU-016,D-04-02,D,4,Returns,SYSTEM_ERROR,USER-04,Afternoon,162,166,ADJ-61166,Receiving discrepancy,NORMAL,2024-01-25,21,4.94,19.76
ba08a07d-3cc6-423d-bdaf-b5e0f15dc067,2024-01-25 22:38:28,SKU-001,C-05-02,C,1,Damage,SYSTEM_ERROR,USER-09,Night,92,93,ADJ-39500,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-25,22,11.75,11.75
1edcba7a-52f2-4869-b7fb-2d26ef69e347,2024-01-25 22:53:04,SKU-024,D-01-01,D,1,CycleCount,PICKING_ERROR,USER-03,Night,330,331,ADJ-22805,,NORMAL,2024-01-25,22,5.46,5.46
76b43bc7-890f-43fd-8ff7-4962cdcb1f8d,2024-01-26 01:45:37,SKU-006,B-02-01,B,4,Unknown,QTY_MISMATCH,USER-06,Night,276,280,ADJ-76895,Receiving discrepancy,NORMAL,2024-01-26,1,10.0,40.0
69d6e231-6d0c-4a83-88cc-fd5c6055b3ab,2024-01-26 03:43:59,SKU-009,B-05-02,B,-3,CycleCount,QTY_MISMATCH,USER-02,Night,447,444,ADJ-98047,Receiving discrepancy,NORMAL,2024-01-26,3,2.2,-6.6
d10bc765-b550-4b02-ab6b-c4bac108c2f4,2024-01-26 05:49:47,SKU-027,B-06-02,B,1,Unknown,QTY_MISMATCH,USER-05,Night,216,217,ADJ-59947,,NORMAL,2024-01-26,5,22.54,22.54
5dd692ee-1252-4fa5-85cf-986f97e423a1,2024-01-26 07:17:09,SKU-010,D-05-03,D,1,Damage,PUTAWAY_ERROR,USER-10,Morning,445,446,ADJ-25002,Qty mismatch after cycle count,NORMAL,2024-01-26,7,3.95,3.95
18ad15d0-429e-452c-9377-9728a98facc4,2024-01-26 10:03:20,SKU-017,B-02-01,B,4,Unknown,RECEIVING_DISCREPANCY,USER-10,Morning,247,251,ADJ-63356,Qty mismatch after cycle count,NORMAL,2024-01-26,10,3.92,15.68
1520d39a-81f0-4d55-9a9b-faa4fc639bbf,2024-01-26 11:06:48,SKU-030,A-03-01,A,-2,Unknown,QTY_MISMATCH,USER-08,Morning,284,282,ADJ-93000,,NORMAL,2024-01-26,11,10.77,-21.54
47499145-587b-439f-8571-f03f0c35c729,2024-01-26 11:30:09,SKU-016,C-05-03,C,-4,Damage,QTY_MISMATCH,USER-09,Morning,108,104,ADJ-45056,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-26,11,4.94,-19.76
2fd6136e-fc5a-47db-9b11-a0be2497ddca,2024-01-26 11:45:07,SKU-024,D-02-03,D,-5,Returns,RECEIVING_DISCREPANCY,USER-06,Morning,117,112,ADJ-72963,,NORMAL,2024-01-26,11,5.46,-27.3
49db95ae-d320-4166-adae-d27d4ed33b0f,2024-01-26 16:44:27,SKU-014,C-06-01,C,3,Returns,SYSTEM_ERROR,USER-10,Afternoon,167,170,ADJ-61005,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-26,16,2.06,6.18
7c2504d0-d81c-4f41-9b00-98dd4846820d,2024-01-26 19:18:32,SKU-027,E-06-01,E,-2,Damage,QTY_MISMATCH,USER-01,Afternoon,477,475,ADJ-44867,Damaged goods removed,NORMAL,2024-01-26,19,22.54,-45.08
d93dad11-5f62-4afd-8b1b-146b1347363b,2024-01-26 21:58:13,SKU-013,B-01-02,B,-3,Unknown,PUTAWAY_ERROR,USER-08,Afternoon,132,129,ADJ-40737,Qty mismatch after cycle count,NORMAL,2024-01-26,21,1.52,-4.56
cbb241d6-b01d-4ebc-962b-7bea5066dbe1,2024-01-27 00:19:00,SKU-013,D-04-02,D,-8,Unknown,OTHER,USER-07,Night,280,272,ADJ-33419,,P3_USER07_ENDSHIFT,2024-01-27,0,1.52,-12.16
ec2d96cd-29d8-4200-be99-960725fa2941,2024-01-27 01:00:40,SKU-015,E-06-03,E,1,Damage,SYSTEM_ERROR,USER-01,Night,229,230,ADJ-46913,Damaged goods removed,NORMAL,2024-01-27,1,2.69,2.69
9c087c71-3555-4e0e-a670-5d5df9ce67d2,2024-01-27 01:09:19,SKU-004,C-01-02,C,-5,Damage,DAMAGED_GOODS,USER-10,Night,39,34,ADJ-82361,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-27,1,12.09,-60.45
9a12a6d6-a795-4062-85a3-0b705abe97f2,2024-01-27 01:10:29,SKU-025,D-02-03,D,-4,Unknown,PUTAWAY_ERROR,USER-02,Night,375,371,ADJ-93886,,NORMAL,2024-01-27,1,2.27,-9.08
7eabb6b7-b09c-4ee2-b256-a8644919b044,2024-01-27 04:11:26,SKU-029,B-03-01,B,5,Damage,QTY_MISMATCH,USER-05,Night,396,401,ADJ-48036,Damaged goods removed,NORMAL,2024-01-27,4,18.81,94.05
429113cd-eb18-49e8-9247-8eb5b3a397c2,2024-01-27 05:46:25,SKU-030,C-03-02,C,-2,Returns,OTHER,USER-03,Night,75,73,ADJ-12826,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-27,5,10.77,-21.54
e3bb3807-1c2a-418d-ba6a-f07d014d33fc,2024-01-27 09:47:02,SKU-022,A-01-02,A,3,Unknown,PICKING_ERROR,USER-01,Morning,356,359,ADJ-40715,,NORMAL,2024-01-27,9,2.47,7.41
9d5444e8-7714-49bb-8fd2-7d497962c840,2024-01-27 13:31:57,SKU-003,D-05-01,D,-1,Returns,QTY_MISMATCH,USER-09,Morning,207,206,ADJ-94130,,NORMAL,2024-01-27,13,10.0,-10.0
ee927ab7-dca4-4edc-ad31-1edef24bf6fd,2024-01-27 14:40:38,SKU-011,B-02-01,B,5,Damage,SYSTEM_ERROR,USER-09,Afternoon,298,303,ADJ-30758,Damaged goods removed,NORMAL,2024-01-27,14,2.27,11.35
92420804-d07b-40ed-8fb2-93402ad4876d,2024-01-27 16:36:43,SKU-013,D-02-03,D,-3,Damage,OTHER,USER-08,Afternoon,280,277,ADJ-23090,Damaged goods removed,NORMAL,2024-01-27,16,1.52,-4.56
a25418f8-c9c7-4fd8-97eb-3f857bcb2683,2024-01-27 17:32:45,SKU-029,E-04-01,E,-1,Unknown,PUTAWAY_ERROR,USER-09,Afternoon,359,358,ADJ-36437,Qty mismatch after cycle count,NORMAL,2024-01-27,17,18.81,-18.81
fdb378d9-006e-4d95-a35a-4c114b16226c,2024-01-27 21:46:58,SKU-023,C-04-01,C,-8,Unknown,OTHER,USER-07,Afternoon,51,43,ADJ-91542,,P3_USER07_ENDSHIFT,2024-01-27,21,6.98,-55.84
93a4aa4e-ea4d-4a2b-9d34-754225a6cb0d,2024-01-27 22:05:40,SKU-008,D-03-03,D,4,Unknown,OTHER,USER-05,Night,300,304,ADJ-46265,Qty mismatch after cycle count,NORMAL,2024-01-27,22,11.42,45.68
365fa91f-b416-4f23-a0ba-16d51e32f68c,2024-01-27 22:21:24,SKU-028,D-03-03,D,-1,Damage,RECEIVING_DISCREPANCY,USER-06,Night,126,125,ADJ-89388,Receiving discrepancy,NORMAL,2024-01-27,22,14.46,-14.46
6aafbc7d-930c-4dbc-a0dc-5925636fe13c,2024-01-28 01:40:22,SKU-006,E-05-03,E,1,Returns,DAMAGED_GOODS,USER-08,Night,119,120,ADJ-54025,Putaway error corrected,NORMAL,2024-01-28,1,10.0,10.0
4e929e94-39a6-4d8f-b6c2-7d725f193594,2024-01-28 01:47:35,SKU-014,E-02-02,E,-1,Returns,SYSTEM_ERROR,USER-09,Night,185,184,ADJ-86622,Receiving discrepancy,NORMAL,2024-01-28,1,2.06,-2.06
f0fa0032-9ce1-499c-829d-ad3bccba20ff,2024-01-28 03:28:50,SKU-021,C-02-02,C,-4,Damage,PUTAWAY_ERROR,USER-05,Night,158,154,ADJ-57227,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-28,3,4.12,-16.48
3181e486-a5bc-4987-aee0-c1fd39126b7f,2024-01-28 04:04:35,SKU-012,C-03-03,C,-4,Returns,PUTAWAY_ERROR,USER-07,Night,189,185,ADJ-95166,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-28,4,2.47,-9.88
2b6a96a0-732f-4286-81cf-d92276400497,2024-01-28 11:15:19,SKU-018,B-04-02,B,-2,Damage,SYSTEM_ERROR,USER-05,Morning,467,465,ADJ-78321,Putaway error corrected,NORMAL,2024-01-28,11,3.87,-7.74
12a5e533-40e0-48bd-8900-0da8363509c2,2024-01-28 21:32:46,SKU-029,A-03-01,A,-3,Unknown,OTHER,USER-07,Afternoon,217,214,ADJ-26591,,P3_USER07_ENDSHIFT,2024-01-28,21,18.81,-56.43
51435956-54b7-4d96-8c2c-89510a326dbf,2024-01-29 02:31:13,SKU-013,D-05-01,D,-3,Unknown,OTHER,USER-07,Night,162,159,ADJ-32417,,P3_USER07_ENDSHIFT,2024-01-29,2,1.52,-4.56
5bac22b2-f727-4c81-a435-f7afc776aeab,2024-01-29 02:36:39,SKU-016,E-05-02,E,-3,CycleCount,RECEIVING_DISCREPANCY,USER-09,Night,490,487,ADJ-23006,Putaway error corrected,NORMAL,2024-01-29,2,4.94,-14.82
734e01be-5388-44a2-bbe8-458849404f5d,2024-01-29 03:25:17,SKU-029,D-01-02,D,-2,CycleCount,DAMAGED_GOODS,USER-01,Night,470,468,ADJ-84341,Damaged goods removed,NORMAL,2024-01-29,3,18.81,-37.62
e4e1d9e0-0f33-47aa-abeb-a1acdfea818f,2024-01-29 08:56:17,SKU-018,C-03-02,C,-6,Damage,PUTAWAY_ERROR,USER-01,Morning,40,34,ADJ-94202,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-29,8,3.87,-23.22
5be3e1c5-9574-4be9-a89a-6730fbc61c4e,2024-01-29 10:43:56,SKU-028,E-02-02,E,-3,Returns,QTY_MISMATCH,USER-10,Morning,374,371,ADJ-82551,,NORMAL,2024-01-29,10,14.46,-43.38
f0a8f476-3e6a-4aba-9686-43666b9f3fe8,2024-01-29 12:44:35,SKU-005,E-04-03,E,5,Unknown,OTHER,USER-09,Morning,360,365,ADJ-80453,Putaway error corrected,NORMAL,2024-01-29,12,10.0,50.0
af6e48a6-6e17-4bd8-a452-ddc1f311c882,2024-01-29 18:09:47,SKU-022,C-05-03,C,-4,CycleCount,RECEIVING_DISCREPANCY,USER-06,Afternoon,183,179,ADJ-50487,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-29,18,2.47,-9.88
ba0fdafc-fdfe-426d-b736-9a003295df22,2024-01-29 18:45:38,SKU-022,A-05-01,A,5,CycleCount,OTHER,USER-01,Afternoon,246,251,ADJ-32973,Receiving discrepancy,NORMAL,2024-01-29,18,2.47,12.35
6e992840-01f7-4d78-93e7-070519ffd3ef,2024-01-30 00:52:43,SKU-021,A-05-01,A,-1,Damage,QTY_MISMATCH,USER-09,Night,318,317,ADJ-85047,Qty mismatch after cycle count,NORMAL,2024-01-30,0,4.12,-4.12
c6ae688e-9070-4957-a0f0-14bc22912bde,2024-01-30 02:43:35,SKU-008,D-06-03,D,5,Unknown,QTY_MISMATCH,USER-01,Night,397,402,ADJ-65982,Qty mismatch after cycle count,NORMAL,2024-01-30,2,11.42,57.1
ffacaf66-58c4-4812-a1bd-5d9d5164fbcd,2024-01-30 06:49:56,SKU-017,B-04-03,B,1,Returns,DAMAGED_GOODS,USER-05,Morning,451,452,ADJ-77552,,NORMAL,2024-01-30,6,3.92,3.92
dc221123-3cb2-4bf9-8bb3-946af8694a71,2024-01-30 06:51:00,SKU-001,E-03-02,E,-2,Damage,DAMAGED_GOODS,USER-04,Morning,271,269,DMG-1931,Beverage damage — small qty high value,P5_HIGH_VALUE_LOSS,2024-01-30,6,11.75,-23.5
aacf9832-560a-4a3e-905e-7a008ac3ccea,2024-01-30 07:03:08,SKU-011,A-03-02,A,5,Returns,PICKING_ERROR,USER-04,Morning,269,274,ADJ-48877,Putaway error corrected,NORMAL,2024-01-30,7,2.27,11.35
46da2faf-6254-4144-8505-aa23d4a45fbc,2024-01-30 07:30:37,SKU-026,B-03-02,B,-2,Unknown,QTY_MISMATCH,USER-08,Morning,242,240,ADJ-67129,Putaway error corrected,NORMAL,2024-01-30,7,6.64,-13.28
bba906cc-a825-41d9-b6d6-a7ebb63ed71b,2024-01-30 10:42:31,SKU-030,A-03-02,A,-1,Damage,RECEIVING_DISCREPANCY,USER-06,Morning,313,312,ADJ-27342,,NORMAL,2024-01-30,10,10.77,-10.77
708fbe07-73f3-41d2-a61a-c71f2b7b0c38,2024-01-30 23:57:40,SKU-009,D-02-02,D,-4,CycleCount,PUTAWAY_ERROR,USER-04,Night,178,174,ADJ-67779,Qty mismatch after cycle count,NORMAL,2024-01-30,23,2.2,-8.8
8c1d4140-e8f1-489c-bd21-0a9ad94dee75,2024-01-31 03:32:45,SKU-007,B-03-01,B,-9,CycleCount,QTY_MISMATCH,USER-08,Night,165,156,CC-7032,Consistent shortfall — cause unknown,P1_CHRONIC_SHRINKAGE,2024-01-31,3,2.5,-22.5
e59e0947-1abf-4c91-8b17-2051b6f82062,2024-01-31 05:51:00,SKU-030,E-02-02,E,-2,Damage,PICKING_ERROR,USER-08,Night,124,122,ADJ-75483,Putaway error corrected,NORMAL,2024-01-31,5,10.77,-21.54
0aebd131-c10e-4440-899d-68e7c483adf4,2024-01-31 05:53:02,SKU-006,D-05-03,D,-1,Damage,DAMAGED_GOODS,USER-05,Night,85,84,DMG-5554,Beverage damage — small qty high value,P5_HIGH_VALUE_LOSS,2024-01-31,5,10.0,-10.0
2b3a72a4-fa1a-4c37-ab1a-0e7c0aba0c37,2024-01-31 16:07:48,SKU-003,D-06-02,D,5,Unknown,DAMAGED_GOODS,USER-08,Afternoon,67,72,ADJ-31910,Putaway error corrected,NORMAL,2024-01-31,16,10.0,50.0
28d50e63-f828-4ccf-98a5-880f7731cd30,2024-01-31 17:38:00,SKU-006,C-06-03,C,-3,Returns,DAMAGED_GOODS,USER-09,Afternoon,46,43,ADJ-36440,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-01-31,17,10.0,-30.0
eb03f579-838f-45fb-a072-868c455c114b,2024-01-31 18:41:23,SKU-012,D-01-01,D,-4,Damage,QTY_MISMATCH,USER-05,Afternoon,420,416,ADJ-97528,Qty mismatch after cycle count,NORMAL,2024-01-31,18,2.47,-9.88
e58d1185-bb3f-4e0e-ae79-f5e90383657a,2024-01-31 20:17:00,SKU-021,D-01-01,D,5,CycleCount,RECEIVING_DISCREPANCY,USER-05,Afternoon,201,206,ADJ-75107,Damaged goods removed,NORMAL,2024-01-31,20,4.12,20.6
a3d370f8-2bbf-47a7-a960-03dd7832555f,2024-01-31 20:50:02,SKU-030,B-04-02,B,3,Returns,OTHER,USER-03,Afternoon,373,376,ADJ-20498,Receiving discrepancy,NORMAL,2024-01-31,20,10.77,32.31
9a48b7ba-bc34-4942-bf9d-a46b5788a2cd,2024-01-31 20:52:15,SKU-002,D-05-01,D,-2,CycleCount,PICKING_ERROR,USER-10,Afternoon,331,329,ADJ-68220,,NORMAL,2024-01-31,20,12.67,-25.34
e5759ada-5ee1-41fb-a098-f7b18b3e1a68,2024-01-31 23:00:30,SKU-009,E-05-03,E,-4,Damage,OTHER,USER-06,Night,400,396,ADJ-52368,Receiving discrepancy,NORMAL,2024-01-31,23,2.2,-8.8
60e3c0c4-8c3e-430e-a311-efbbee5ba911,2024-02-01 00:03:41,SKU-022,D-02-03,D,-2,Returns,QTY_MISMATCH,USER-10,Night,75,73,ADJ-29054,Qty mismatch after cycle count,NORMAL,2024-02-01,0,2.47,-4.94
68b2c50e-b6d8-41c5-acc7-bf5bdefe1316,2024-02-01 02:03:48,SKU-012,E-02-02,E,-7,Unknown,OTHER,USER-07,Night,328,321,ADJ-61466,,P3_USER07_ENDSHIFT,2024-02-01,2,2.47,-17.29
6fb79948-6da8-4531-992c-8b850f259680,2024-02-01 03:58:36,SKU-014,A-06-01,A,3,Returns,PICKING_ERROR,USER-06,Night,328,331,ADJ-45446,Putaway error corrected,NORMAL,2024-02-01,3,2.06,6.18
f5e8e45d-f214-4b5d-982e-f1fd92fe7a93,2024-02-01 03:59:16,SKU-022,A-06-02,A,2,Damage,SYSTEM_ERROR,USER-02,Night,386,388,ADJ-51180,Putaway error corrected,NORMAL,2024-02-01,3,2.47,4.94
9fb42a55-d8c0-41f1-9095-ea8aaf919cbf,2024-02-01 07:00:20,SKU-022,B-04-03,B,-5,Unknown,OTHER,USER-07,Morning,124,119,ADJ-11428,,P3_USER07_ENDSHIFT,2024-02-01,7,2.47,-12.35
9246edb2-7302-4f8b-b42e-5364b0f5f125,2024-02-01 11:40:38,SKU-018,C-02-01,C,-2,Returns,PUTAWAY_ERROR,USER-02,Morning,196,194,ADJ-81994,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-02-01,11,3.87,-7.74
659bb7e6-1a39-4d22-9e0e-0f92c8e49d6a,2024-02-01 12:04:21,SKU-009,C-02-01,C,-3,CycleCount,PUTAWAY_ERROR,USER-06,Morning,170,167,ADJ-45815,Zone C location discrepancy,P2_ZONE_C_VOLATILE,2024-02-01,12,2.2,-6.6
bbcdd215-0c15-48e3-be42-02cb331ce2e2,2024-02-01 13:32:29,SKU-021,D-02-03,D,-2,Unknown,PUTAWAY_ERROR,USER-06,Morning,440,438,ADJ-75191,Qty mismatch after cycle count,NORMAL,2024-02-01,13,4.12,-8.24
41863a68-0adb-40c2-a8b2-dd94e8a49f44,2024-02-01 14:51:42,SKU-005,D-02-01,D,-2,Unknown,RECEIVING_DISCREPANCY,USER-05,Afternoon,498,496,ADJ-12050,Putaway error corrected,NORMAL,2024-02-01,14,10.0,-20.0
b7b1d9fa-38d1-4324-9008-f12898343a87,2024-02-01 17:17:55,SKU-022,B-05-03,B,-3,Unknown,QTY_MISMATCH,USER-04,Afternoon,196,193,ADJ-57131,Receiving discrepancy,NORMAL,2024-02-01,17,2.47,-7.41
f62a552a-ec87-4e15-acad-37249715b4b7,2024-02-01 19:34:49,SKU-024,A-01-02,A,-4,CycleCount,PICKING_ERROR,USER-10,Afternoon,209,205,ADJ-69511,,NORMAL,2024-02-01,19,5.46,-21.84
70c423ee-7f62-4c1c-a7fe-cfb14115109f,2024-02-01 19:47:07,SKU-008,B-04-03,B,-1,Damage,DAMAGED_GOODS,USER-04,Afternoon,196,195,DMG-8291,Beverage damage — small qty high value,P5_HIGH_VALUE_LOSS,2024-02-01,19,11.42,-11.42
fd089d56-ec5f-47cf-9eda-054f4421dd92,2024-02-01 23:58:36,SKU-018,A-04-03,A,4,CycleCount,QTY_MISMATCH,USER-09,Night,410,414,ADJ-81781,,NORMAL,2024-02-01,23,3.87,15.48
51422fbb-9ba3-4af0-bc6b-1c9b11be9604,2024-02-02 05:31:02,SKU-001,D-06-02,D,1,Returns,SYSTEM_ERROR,USER-10,Night,313,314,ADJ-35232,Damaged goods removed,NORMAL,2024-02-02,5,11.75,11.75
98787786-bed5-4398-b9af-2570ccbace0c,2024-02-02 07:18:05,SKU-030,E-06-02,E,4,Damage,PUTAWAY_ERROR,USER-06,Morning,102,106,ADJ-68893,,NORMAL,2024-02-02,7,10.77,43.08
20ed54f8-f18c-4acb-aa51-1d7518b76cc4,2024-02-02 07:34:03,SKU-021,B-04-03,B,-1,CycleCount,PICKING_ERROR,USER-02,Morning,266,265,ADJ-14159,Damaged goods removed,NORMAL,2024-02-02,7,4.12,-4.12
1ab35900-5cd6-41ac-8877-c24030dc4b52,2024-02-02 11:33:50,SKU-017,A-01-02,A,1,Damage,QTY_MISMATCH,USER-04,Morning,476,477,ADJ-88638,,NORMAL,2024-02-02,11,3.92,3.92
b3d390d9-8b0a-4080-be3c-bf0e35f29021,2024-02-02 18:00:49,SKU-008,D-06-03,D,5,Returns,PUTAWAY_ERROR,USER-03,Afternoon,428,433,ADJ-55433,Receiving discrepancy,NORMAL,2024-02-02,18,11.42,57.1
e249bcff-80e3-4962-8c1b-2abf1c120c46,2024-02-02 22:15:51,SKU-014,B-03-01,B,-1,Returns,PICKING_ERROR,USER-04,Night,126,125,ADJ-73620,,NORMAL,2024-02-02,22,2.06,-2.06
9af03032-abd7-4340-b415-112251360edb,2024-02-03 04:37:57,SKU-022,E-01-01,E,5,CycleCount,PUTAWAY_ERROR,USER-03,Night,407,412,ADJ-32324,Qty mismatch after cycle count,NORMAL,2024-02-03,4,2.47,12.35
f4e0f00d-738b-4e56-8fa2-7ea60fae64bf,2024-02-03 05:30:40,SKU-011,B-03-01,B,-3,Unknown,OTHER,USER-07,Night,97,94,ADJ-87763,,P3_USER07_ENDSHIFT,2024-02-03,5,2.27,-6.81
c56fe122-89ea-46b8-881d-af3d79f8645a,2024-02-03 10:28:04,SKU-027,D-03-02,D,3,Returns,DAMAGED_GOODS,USER-10,Morning,370,373,ADJ-45614,Damaged goods removed,NORMAL,2024-02-03,10,22.54,67.62
f5cca997-7279-4669-8f13-6b16803a5bf4,2024-02-03 11:18:30,SKU-001,D-02-02,D,4,CycleCount,SYSTEM_ERROR,USER-01,Morning,467,471,ADJ-74478,Receiving discrepancy,NORMAL,2024-02-03,11,11.75,47.0
858e27c0-9b28-4fff-a4e7-066bfe5604ab,2024-02-03 12:27:44,SKU-002,A-06-02,A,4,Unknown,QTY_MISMATCH,USER-08,Morning,196,200,ADJ-93956,,NORMAL,2024-02-03,12,12.67,50.68
b793eb88-286e-491e-bdf5-67e23f5e0ba5,2024-02-03 14:29:39,SKU-024,B-01-03,B,3,CycleCount,QTY_MISMATCH,USER-05,Afternoon,211,214,ADJ-80468,Putaway error corrected,NORMAL,2024-02-03,14,5.46,16.38
37ebb911-255d-480f-bd2c-af1d98fa8938,2024-02-03 14:37:02,SKU-022,E-01-02,E,-3,Damage,OTHER,USER-06,Afternoon,214,211,ADJ-58026,Damaged goods removed,NORMAL,2024-02-03,14,2.47,-7.41
